Cue,Target,AFS,AFP,AFSS,FSG,COS,BOI,Concrete,SUBTLEX,AoA,Length,QSS,n,n.affordance,affordance_count
splint,break,0.107142857,0.230769231,28,NA,NA,4.958333333,4.69,1.6532,9.16,6,NA,26,24,49
splinter,hurt,0.157894737,0.222222222,28,0.061,NA,4.652173913,4.41,1.8808,4.72,8,13,27,23,40
spokesman,listen,0.12962963,0.259259259,34,NA,NA,4.375,4.11,1.7853,9.05,9,NA,27,24,54
sponge,clean,0.223529412,0.791666667,25,0.1,NA,6.5,5,2.5353,5,6,18,24,23,73
spool,wind,0.12,0.206896552,30,NA,NA,4.52173913,4.62,1.4314,8,5,5,29,22,46
spoon,eat,0.233333333,0.823529412,50,0.063,NA,6.115384615,4.96,2.5899,2.5,5,12,34,31,121
sportswoman,play,0.114754098,0.259259259,40,NA,NA,4.68,4.32,0.4771,9.48,11,NA,27,24,54
sportswriter,write,0.208333333,0.454545455,47,NA,NA,4.32,3.93,1.5682,11.89,12,NA,33,27,64
spout,pour,0.117647059,0.230769231,30,NA,NA,5,4.67,1.7243,8,5,NA,26,24,51
sprayer,spray,0.322580645,0.740740741,26,NA,NA,4.96,4.62,0.8451,7.71,7,NA,27,24,56
spreader,spread,0.509090909,0.965517241,24,NA,NA,4.375,3.72,1.5563,9.21,8,NA,29,24,54
sprinkler,water,0.3,0.774193548,33,NA,NA,4.962962963,4.89,1.6812,5.53,9,NA,31,25,74
sprinter,run,0.396825397,0.694444444,29,NA,NA,4.565217391,4.13,0.7782,9.74,8,NA,36,34,65
spyglass,look,0.188405797,0.448275862,36,NA,NA,5.64,4.79,1.1761,10.83,8,NA,29,25,67
squash,eat,0.185185185,0.555555556,44,NA,NA,5.409090909,4.7,2.3502,6.94,6,20,27,22,76
squeegee,clean,0.346938776,0.68,23,NA,NA,5.875,4.75,1.1761,9.94,8,NA,25,20,46
squirrel,eat,0.147058824,0.322580645,34,NA,NA,4.346153846,4.89,2.4472,4.44,8,11,31,26,66
stableman,clean,0.137931034,0.285714286,30,NA,NA,4.375,4.73,0.301,10.21,9,NA,28,26,59
staff,walk,0.096385542,0.258064516,47,NA,NA,4.928571429,4.36,3.213,10,5,23,31,30,77
stage,perform,0.222222222,0.666666667,34,NA,NA,4.875,4.64,3.3664,6.32,5,19,27,25,88
stagecoach,ride,0.149253731,0.344827586,33,NA,NA,4.538461538,4.93,1.716,9,10,NA,29,25,63
staircase,walk,0.23943662,0.548387097,30,NA,NA,5.695652174,4.66,1.9542,6.5,9,NA,31,29,75
stairs,walk,0.219178082,0.307692308,24,0.06,NA,5.88,5,3.0839,4.22,6,18,52,48,129
stairwell,walk,0.247311828,0.621621622,32,NA,NA,5.038461538,4.85,2.0374,8.94,9,NA,37,32,98
stake,hold,0.157894737,0.352941176,41,NA,NA,4.36,4.21,2.9284,8.47,5,17,34,30,75
stall,privacy,0.084745763,0.151515152,35,NA,NA,4.625,4.37,2.6609,7.75,5,14,33,25,55
stallion,ride,0.243902439,0.810810811,53,NA,NA,4.88,4.72,2.2148,9.42,8,8,37,36,120
stamp,collect,0.111111111,0.235294118,35,NA,NA,5.304347826,4.7,2.4814,6.33,5,13,34,28,72
staple,hold,0.087719298,0.161290323,38,NA,NA,5.32,4.34,1.7634,7.18,6,11,31,27,58
stapler,staple,0.267857143,0.46875,27,0.447,NA,6.458333333,4.62,1.6532,5.83,7,9,32,26,54
starch,cook,0.244897959,0.428571429,21,NA,NA,4.416666667,4.29,1.8451,10.67,6,17,28,23,50
stationary,write,0.24,0.266666667,34,NA,NA,4.727272727,3.95,1.699,7.22,10,NA,45,38,123
statue,look,0.087378641,0.272727273,62,NA,NA,4.777777778,4.93,2.7332,7.55,6,17,33,29,96
statuette,decorate,0.117647059,0.24,33,NA,NA,4.739130435,4.54,0.699,13.62,9,NA,25,20,47
steak,eat,0.204819277,0.586206897,38,0.014,NA,5.75,4.96,2.9186,6.63,5,19,29,25,79
steamboat,transport,0.152941176,0.40625,43,NA,NA,4.541666667,4.9,1.4314,7.67,9,NA,32,32,78
steel,build,0.166666667,0.36,27,NA,NA,4.884615385,4.87,2.9741,7.68,5,17,25,21,58
steelworker,work,0.183673469,0.272727273,26,NA,NA,4.44,4.44,0.301,10.27,11,NA,33,25,54
stem,cut,0.090909091,0.142857143,26,NA,NA,4.666666667,4.63,2.0607,7.26,4,9,28,24,42
stencil,draw,0.333333333,0.68,21,NA,NA,5.583333333,4.83,1,6.94,7,NA,25,22,51
step,walk,0.138461538,0.290322581,28,0.075,0.720499991,5.2,4.54,3.782,4.11,4,10,31,29,72
stepbrother,talk,0.130434783,0.321428571,39,NA,NA,4.88,4.67,1.2304,7.72,11,NA,28,23,70
stepchild,love,0.1625,0.393939394,39,NA,NA,5.04,4.33,0.9031,7.89,9,NA,33,28,83
stepdaughter,love,0.166666667,0.314285714,38,NA,NA,4.72,4.07,1.4914,8.61,12,NA,35,25,63
stepfather,play,0.072463768,0.172413793,49,NA,NA,5.16,4,2.1818,8.42,10,NA,29,24,67
stepladder,climb,0.207317073,0.515151515,36,NA,NA,6.130434783,4.67,1.2788,7.22,10,NA,33,31,80
stepson,love,0.109090909,0.214285714,36,NA,NA,5.304347826,3.68,1.4472,7.94,7,NA,28,24,54
stereo,music,0.261261261,0.725,45,0.333,NA,5.68,4.63,2.4843,5.95,6,14,40,34,92
steroids,inject,0.132352941,0.321428571,34,NA,NA,4.52,4.52,2.1173,13.18,8,NA,28,21,58
stethoscope,listen,0.339285714,0.542857143,25,0.034,NA,5.8,4.86,1.6902,8.5,11,11,35,29,55
stewardess,help,0.151515152,0.37037037,36,NA,NA,5.12,4.31,2.2095,9.35,10,13,27,25,61
stick,throw,0.113402062,0.333333333,46,NA,NA,6.16,4.59,3.695,3.89,5,24,33,31,89
stilt,walk,0.243243243,0.333333333,19,NA,NA,4.652173913,4.5,0.4771,10.25,5,NA,27,22,39
stirrer,stir,0.315789474,0.774193548,26,NA,NA,4.615384615,3.83,0.699,8.56,7,NA,31,27,64
stirrup,ride,0.196078431,0.322580645,32,NA,NA,4.958333333,4.9,1.1139,9.68,7,NA,31,24,53
stitching,fix,0.172413793,0.384615385,30,NA,NA,4.444444444,4.48,1.5185,8.89,9,NA,26,24,60
stockbroker,buy,0.135135135,0.322580645,47,NA,NA,4.851851852,4.32,1.7404,11.05,11,NA,31,24,65
stocking,wear,0.246153846,0.571428571,34,NA,NA,5.6,4.86,2.1303,6.68,8,11,28,26,68
stockings,wear,0.230769231,0.6,39,NA,NA,5.84,4.62,2.281,5.44,9,NA,35,28,88
stomach,digest,0.283333333,0.62962963,28,NA,NA,4.44,4.89,3.237,5.26,7,17,27,27,60
stomp,noise,0.102040816,0.178571429,33,NA,NA,4.321428571,4.41,2.1367,5.79,5,NA,28,24,54
stone,build,0.171171171,0.527777778,50,NA,NA,5.875,4.72,3.3166,4.44,5,10,36,30,106
stoneware,eat,0.109090909,0.24,38,NA,NA,5.434782609,4.66,0.4771,11.71,9,NA,25,19,51
stool,sit,0.275862069,0.923076923,34,0.116,NA,6.076923077,4.9,2.2553,6.21,5,16,26,26,86
stoop,sit,0.19047619,0.275862069,21,NA,NA,4.5,4.63,2.1004,9.76,5,NA,29,21,43
stopwatch,time,0.228571429,0.631578947,46,NA,NA,6.041666667,4.92,1.5798,8.33,9,NA,38,34,94
store,buy,0.225,0.545454545,35,0.142,NA,5.739130435,4.5,3.6211,4.76,5,17,33,30,74
storehouse,store,0.446808511,0.807692308,21,NA,NA,4.5,4.62,1.2304,8.56,10,NA,26,24,47
storekeeper,store,0.117647059,0.285714286,34,NA,NA,4.75,4.69,1.2553,7.6,11,NA,28,25,61
storeroom,store,0.423728814,0.757575758,23,NA,NA,4.655172414,4.5,1.9243,8.11,9,NA,33,26,54
storybook,read,0.269230769,0.724137931,37,NA,NA,5.703703704,4.92,1.4472,4.94,9,NA,29,29,75
stove,cook,0.295918367,0.878787879,27,0.212,NA,5.75,4.96,2.5888,4.32,5,11,33,32,94
straightedge,measure,0.153846154,0.322580645,37,NA,NA,4.291666667,4.07,0.4771,11.37,12,NA,31,26,66
strainer,drain,0.145833333,0.21875,20,NA,NA,4.875,4.46,1.1761,9.63,8,NA,32,26,49
straitjacket,wear,0.152173913,0.378378378,51,NA,NA,5.037037037,4.73,1.6335,11.11,12,NA,37,35,85
strap,hold,0.129032258,0.32,33,0.036,NA,4.923076923,4.79,2.4216,5.61,5,22,25,21,64
straw,drink,0.293333333,0.6875,32,0.179,NA,6,4.77,2.5038,4.22,5,16,32,30,80
strawberry,eat,0.234693878,0.821428571,40,NA,NA,6.357142857,5,2.4518,4.21,10,21,28,24,103
stream,water,0.163793103,0.527777778,38,0.314,NA,4.678571429,4.5,2.6138,6.47,6,10,36,27,91
street,drive,0.209302326,0.692307692,33,0.032,NA,4.708333333,4.75,3.8784,4.58,6,15,26,23,86
streetcar,drive,0.202020202,0.606060606,41,NA,NA,4.791666667,4.89,1.8195,9.95,9,NA,33,32,105
streets,walk,0.2,0.7,40,NA,NA,4.769230769,4.77,3.2074,NA,7,NA,30,26,102
streetwalker,ask,0.090909091,0.166666667,33,NA,NA,4.84,4.33,1.1139,12.61,12,NA,30,27,55
stretcher,carry,0.279411765,0.527777778,29,NA,NA,5.08,4.56,2.0569,9.39,9,NA,36,32,66
string,tie,0.21,0.333333333,51,0.039,0.199866372,NA,4.76,2.8109,4.94,6,17,63,54,163
stroller,push,0.137931034,0.296296296,24,NA,NA,6.5,4.96,1.6628,7.84,8,NA,27,24,61
strongbox,store,0.159090909,0.259259259,20,NA,NA,4.454545455,4.79,1.2304,12.22,9,NA,27,23,45
strudel,eat,0.276923077,0.666666667,29,NA,NA,5.666666667,4.12,1.6812,10.59,7,NA,27,24,66
student,teach,0.185185185,0.4,25,NA,0.453531999,5.043478261,4.92,3.3416,5.94,7,22,25,22,58
stuff,buy,0.052083333,0.151515152,66,NA,NA,4.391304348,3.13,4.1946,5,5,16,33,20,98
submarine,explore,0.132352941,0.36,47,NA,NA,4.826086957,4.8,2.5599,7.94,9,13,25,20,68
substance,drink,0.086206897,0.192307692,40,NA,NA,4.47826087,3.44,2.5623,9.68,9,18,26,20,56
subway,eat,0.142857143,0.361111111,33,NA,NA,5,4.86,2.738,7.68,6,17,36,34,88
suds,clean,0.240740741,0.464285714,22,NA,NA,4.652173913,4.59,1.3979,6.79,4,5,28,19,48
suede,wear,0.214285714,0.444444444,28,NA,NA,5,4.24,1.9685,10.5,5,14,27,23,60
sugar,bake,0.168831169,0.448275862,35,NA,0.101410003,6.173913043,4.87,3.2849,3.95,5,12,29,24,75
sugarcane,eat,0.240740741,0.481481481,29,NA,NA,5.043478261,4.89,0.8451,7.63,9,NA,27,23,53
suit,wear,0.265822785,0.75,40,NA,NA,6.52173913,4.97,3.5441,6.67,4,21,28,21,77
suitcase,pack,0.131782946,0.447368421,43,0.05,NA,6.08,4.97,2.8351,8.22,8,12,38,38,121
summerhouse,vacation,0.185185185,0.428571429,31,NA,NA,5,4.54,1.3617,10.33,11,NA,35,30,78
sundae,eat,0.313432836,0.75,32,NA,NA,5.96,4.59,1.9138,5.11,6,NA,28,23,69
sundeck,relax,0.11627907,0.357142857,47,NA,NA,4.5,4.61,0.301,9.4,7,NA,28,27,79
sunflower,eat,0.102272727,0.321428571,37,NA,NA,5.333333333,4.8,1.5441,6,9,NA,28,25,80
sunglasses,wear,0.2,0.44,30,NA,NA,6.458333333,4.83,2.3054,5.56,10,NA,25,21,48
sunroof,close,0.103448276,0.24,38,NA,NA,4.814814815,4.68,1.3617,11.15,7,NA,25,22,56
supermarket,buy,0.278350515,0.964285714,41,NA,NA,4.869565217,4.57,2.4082,4.53,11,12,28,25,91
supervisor,help,0.070422535,0.172413793,49,NA,NA,4.269230769,4.26,2.4843,9.17,10,11,29,22,67
supper,eat,0.276923077,0.620689655,25,0.021,0.316769656,5.2,4.63,2.9952,6.32,6,11,29,23,62
surfboard,surf,0.228571429,0.533333333,30,NA,NA,5.916666667,4.57,1.6812,NA,9,NA,30,23,68
surgeon,perform,0.083333333,0.225806452,49,NA,NA,5,4.54,2.9238,8.58,7,8,31,27,78
surveyor,survey,0.127659574,0.2,33,NA,NA,4.47826087,3.85,1.1461,11.67,8,NA,30,20,39
sushi,eat,0.276422764,0.871794872,38,NA,NA,5.708333333,4.96,2.3483,11.19,5,NA,39,36,113
suspenders,hold,0.278688525,0.236111111,27,NA,NA,5.24,4.68,1.6435,NA,10,NA,72,60,118
suture,sew,0.142857143,0.233333333,29,NA,NA,4.652173913,4.15,2.1038,14.61,6,NA,30,26,48
swab,clean,0.44,0.785714286,18,NA,NA,4.76,4.34,2.0864,8.94,4,NA,28,23,50
swamp,swim,0.176470588,0.264705882,28,NA,0.442727443,4.52173913,4.96,2.6618,7.95,5,24,34,22,46
swan,swim,0.16,0.296296296,30,NA,0.198126412,4.208333333,4.96,NA,6.32,4,13,27,21,45
sweatband,wear,0.134328358,0.321428571,42,NA,NA,6.041666667,4.37,0.699,9.8,9,NA,28,26,64
sweater,wear,0.222222222,0.551724138,32,NA,NA,6.592592593,4.78,2.8482,5.22,7,14,29,23,70
sweatshirt,wear,0.253521127,0.666666667,36,NA,NA,6.6,4.93,2.0828,5,10,NA,27,26,71
sweetener,sweeten,0.228070175,0.393939394,22,NA,NA,5.2,4.48,1.1761,9.65,9,NA,33,27,56
swimsuit,wear,0.236111111,0.607142857,31,NA,NA,6.08,4.78,2.0086,5.61,8,NA,28,26,72
swing,play,0.19047619,0.387096774,30,0.041,NA,5.36,4.54,3.1225,4.16,5,22,31,27,62
switchblade,cut,0.273972603,0.689655172,34,NA,NA,5.869565217,5,1.3617,10.32,11,NA,29,28,77
switchboard,control,0.166666667,0.222222222,21,NA,NA,4.777777778,4.61,1.7709,8.56,11,NA,27,22,36
sword,cut,0.101694915,0.342857143,44,0.032,NA,5.461538462,4.93,3.1258,5.45,5,18,35,33,114
syringe,medicine,0.134328358,0.176470588,34,0.027,NA,5.535714286,4.81,2,10.63,7,10,51,35,92
syrup,eat,0.227848101,0.5,28,NA,NA,5.16,4.76,2.4166,5.42,5,12,36,29,91
tabasco,eat,0.117647059,0.1875,27,NA,NA,5.260869565,4.59,NA,NA,7,NA,32,26,54
table,eat,0.188235294,0.615384615,36,0.026,0.02455227,6.4,4.9,3.7314,4.39,5,10,26,26,87
tablecloth,cover,0.164179104,0.407407407,33,NA,NA,5.347826087,4.85,1.6902,6.26,10,NA,27,22,70
tablespoon,measure,0.2375,0.678571429,34,NA,NA,5.142857143,5,1,6.63,10,NA,28,27,77
tablet,play,0.102564103,0.307692308,48,NA,NA,6.517241379,4.82,1.8865,6.83,6,17,26,22,70
tableware,eat,0.25,0.518518519,30,NA,NA,6.083333333,4.65,0.4771,7.56,9,NA,27,22,59
tabloid,read,0.181818182,0.428571429,42,NA,NA,4.52173913,4.07,1.7559,10.95,7,NA,28,23,64
taco,eat,0.294117647,0.769230769,31,NA,NA,NA,4.93,2.2014,7.72,4,NA,26,23,68
taffy,eat,0.247311828,0.638888889,44,NA,NA,4.6,4.79,NA,7.44,5,NA,36,33,93
tag,inform,0.1,0.185185185,32,NA,NA,4.72,4.25,2.8506,5,3,21,27,21,49
tailcoat,wear,0.3125,0.555555556,27,NA,NA,5.47826087,4.67,0.301,12.33,8,NA,27,21,46
taillight,see,0.142857143,0.178571429,19,NA,NA,5,4.86,1.6335,9.33,9,NA,28,24,36
tailor,fit,0.142857143,0.290322581,34,NA,NA,5.130434783,4.67,2.3304,9.83,6,NA,31,24,56
talisman,wear,0.125,0.161290323,30,NA,NA,4.708333333,4.15,1.8751,12.67,8,NA,31,20,40
tambourine,play,0.157303371,0.424242424,49,NA,NA,5.916666667,4.86,1.6628,6.53,10,NA,33,27,79
tampon,stop,0.191489362,0.25,30,NA,NA,6.208333333,4.86,1.5441,12.11,6,NA,36,22,46
tangerine,eat,0.226415094,0.857142857,41,NA,0.036862878,5.772727273,4.81,1.5911,8.15,9,7,28,25,106
tank,drive,0.086956522,0.277777778,61,NA,NA,4.608695652,4.8,3.1163,7.17,4,14,36,32,107
tape,fix,0.115942029,0.235294118,32,0.014,NA,5.833333333,4.9,3.5456,4.42,4,18,34,28,61
tapestry,decorate,0.197183099,0.518518519,32,NA,NA,4.565217391,4.52,1.5682,10.95,8,NA,27,24,64
tapioca,eat,0.305084746,0.580645161,27,NA,NA,4.454545455,4.64,1.5051,9.16,7,3,31,27,57
tar,stick,0.081967213,0.151515152,43,NA,NA,4.37037037,4.78,2.2068,7.22,3,16,33,25,57
tartar,eat,0.290322581,0.310344828,21,NA,NA,4.48,4.4,NA,9.94,6,NA,29,21,35
tattoo,express,0.088235294,0.171428571,47,NA,NA,4.730769231,4.71,2.786,7.79,6,NA,35,27,63
tavern,drink,0.233333333,0.518518519,31,0.054,NA,4.36,4.78,2.2014,8.84,6,8,27,22,57
taxi,ride,0.186813187,0.472222222,40,0.014,0.258913157,5.464285714,4.93,3.1202,7.58,4,7,36,34,86
taxpayer,pay,0.243902439,0.322580645,24,NA,NA,4.583333333,4.14,1.4771,10.35,8,NA,31,23,42
tea,drink,0.307692308,0.740740741,37,0.067,0.050670198,6.153846154,4.69,3.4758,5.47,3,11,27,26,60
teabag,tea,0.306451613,0.633333333,31,NA,NA,6.32,4.82,NA,6.67,6,NA,30,25,52
teacher,learn,0.161764706,0.392857143,31,0.068,NA,5.416666667,4.52,3.4538,4.55,7,12,28,24,65
teacup,drink,0.328767123,0.888888889,29,NA,NA,6.347826087,4.92,1.5315,5.39,6,NA,27,24,71
teahouse,drink,0.306122449,0.576923077,25,NA,NA,4.347826087,4.57,1.6335,10.44,8,NA,26,25,49
teakettle,boil,0.189655172,0.407407407,28,NA,NA,6.125,4.97,0.9031,7.37,9,NA,27,24,59
teakwood,smell,0.14893617,0.259259259,29,NA,NA,5.136363636,4.62,0.301,13,8,NA,27,22,51
teammate,play,0.134328358,0.375,39,NA,NA,5.074074074,4.15,1.6721,6.17,8,NA,24,22,70
teapot,drink,0.153846154,0.275862069,22,0.027,NA,6.2,4.96,1.6532,6.22,6,19,29,26,53
tear,cry,0.318181818,0.482758621,22,0.303,0.388434248,4.44,4.56,3.1392,4.89,4,9,29,25,44
teardrop,cry,0.245614035,0.4375,30,NA,NA,4.695652174,4.56,1.1761,6.06,8,NA,32,28,53
tearoom,drink,0.217948718,0.62962963,40,NA,NA,4.458333333,4.58,0.9031,10.63,7,NA,27,26,74
teaspoon,measure,0.246753247,0.655172414,24,NA,NA,4.76,4.76,1.3979,5.26,8,NA,29,29,74
teaspoonful,measure,0.234567901,0.513513514,27,NA,NA,4.4,4.27,0.8451,7.45,11,NA,37,32,79
technician,fix,0.244897959,0.444444444,30,0.039,NA,4.56,4.1,2.1239,8.82,10,22,27,26,49
teenager,talk,0.073529412,0.15625,48,NA,NA,5.08,4.34,2.5465,7.22,8,22,32,25,69
teeth,chew,0.180952381,0.575757576,29,0.035,NA,6.275862069,4.96,3.3876,NA,5,16,33,33,108
telescope,look,0.319444444,0.71875,28,0.027,NA,5.916666667,5,2.179,6.95,9,17,32,31,72
television,watch,0.357142857,1,34,0.121,0.058952505,5.6,4.83,3.238,4.11,10,19,26,24,84
temple,pray,0.148148148,0.307692308,36,0.023,NA,4.84,4.53,2.9523,8.79,6,12,26,21,49
tenant,rent,0.244897959,0.4,28,NA,NA,4.8,4.55,2.1931,10.33,6,NA,30,26,48
tenderloin,cook,0.19047619,0.551724138,39,NA,NA,4.962962963,4.39,1.3222,9,10,NA,29,22,74
tent,camp,0.1875,0.454545455,33,0.459,NA,5.5,4.96,2.9509,5.16,4,15,33,33,77
tepee,house,0.107526882,0.277777778,45,NA,NA,4.916666667,4.85,1.4472,5.65,5,5,36,30,78
termite,destroy,0.14516129,0.25,30,NA,NA,4.32,4.7,1.5911,7.94,7,11,36,29,57
terrace,sit,0.112676056,0.307692308,39,NA,NA,4.454545455,4.67,2.2405,9.89,7,NA,26,26,63
terrier,pet,0.13559322,0.470588235,45,NA,NA,5.416666667,4.62,1.699,8.68,7,NA,34,28,103
terrycloth,clean,0.204081633,0.3125,23,NA,NA,4.692307692,4.55,0.7782,12.07,10,NA,32,20,44
testes,produce,0.113207547,0.214285714,32,NA,NA,5.083333333,4.54,0.9542,NA,6,NA,28,22,48
testicle,reproduce,0.131578947,0.2,26,NA,NA,6.24,4.59,1.7709,11.6,8,NA,25,20,38
textile,decorate,0.086206897,0.192307692,38,NA,NA,4.964285714,4.23,1.415,9.75,7,NA,26,21,59
theatergoer,watch,0.263157895,0.483870968,32,NA,NA,5,3.92,0.4771,12.65,11,NA,31,26,52
theologian,study,0.205882353,0.225806452,18,NA,NA,4.47826087,3.76,1.1761,14.52,10,NA,31,21,34
therapist,talk,0.205479452,0.555555556,42,NA,NA,5.148148148,4.52,2.6866,10.89,9,NA,27,24,73
thermometer,check,0.211538462,0.407407407,24,NA,NA,5.56,4.96,2.0531,6.63,11,11,27,25,50
thermos,drink,0.174603175,0.44,31,NA,NA,5.518518519,4.67,1.7634,8.29,7,NA,25,22,55
thermostat,change,0.106382979,0.208333333,27,NA,NA,5.074074074,4.87,1.7709,8.89,10,NA,24,22,43
thesaurus,look up,0.155555556,0.269230769,21,NA,NA,5.363636364,4.79,1.3222,9.26,9,10,26,21,45
thigh,walk,0.140625,0.290322581,36,NA,NA,5.76,4.9,2.2833,6.42,5,11,31,24,64
thimble,protect,0.226415094,0.428571429,22,NA,NA,5.347826087,5,1.1761,8.05,7,9,28,24,51
thong,wear,0.327586207,0.575757576,36,NA,NA,6.47826087,4.93,2.0334,12.41,5,NA,33,24,58
thorn,prick,0.204081633,0.357142857,28,0.105,NA,4.925925926,5,NA,5.97,5,16,28,24,49
thread,sew,0.369230769,0.8,31,0.127,NA,4.76,4.83,2.4216,7.06,6,6,30,26,66
throat,swallow,0.25203252,0.837837838,44,0.072,0.132407288,5.347826087,4.97,3.2643,5.09,6,15,37,36,110
throne,sit,0.476190476,0.714285714,16,NA,0.205743922,5.217391304,4.64,2.6454,7.28,6,7,28,20,43
thumb,type,0.086021505,0.25,49,NA,NA,6.357142857,4.96,2.781,4.42,5,8,32,31,92
thumbnail,cut,0.075471698,0.148148148,39,NA,NA,4.88,4.5,0.9031,8.56,9,NA,27,23,49
thumbscrew,screw,0.120689655,0.25,37,NA,NA,5.173913043,4.32,0.6021,12.12,10,NA,28,22,57
thumbtack,hold,0.185185185,0.384615385,23,NA,NA,5.956521739,4.96,1,7.17,9,NA,26,25,52
thyme,cook,0.152542373,0.321428571,32,NA,NA,4.958333333,4.96,1.0414,12.42,5,NA,28,25,54
ticket,buy,0.095238095,0.181818182,41,NA,NA,5.333333333,4.7,3.3664,5.32,6,19,33,26,63
tickler,tickle,0.25,0.36,22,NA,NA,4.76,3.76,NA,6.61,7,NA,25,20,31
tie,tie,0.214285714,0.441176471,34,NA,1,6.260869565,4.81,3.3555,4.74,3,17,34,25,71
tightrope,walk,0.23853211,0.722222222,38,NA,NA,4.590909091,4.78,1.3979,7.67,9,NA,36,32,101
tights,wear,0.247058824,0.617647059,34,NA,NA,5.956521739,4.62,2.1335,7.22,6,NA,34,29,78
tile,flooring,0.220338983,0.433333333,35,NA,NA,4.76,4.68,2.0374,6.8,4,9,30,24,53
tiller,break,0.081081081,0.162162162,53,NA,NA,4.541666667,4.26,1.3222,11.28,6,NA,37,26,69
timber,build,0.166666667,0.366666667,33,NA,NA,4.695652174,4.9,2.1072,6.47,6,8,30,20,61
timepiece,tell,0.12,0.24,33,NA,NA,5.375,4.36,1.1761,9.33,9,NA,25,25,47
tin,store,0.160714286,0.264705882,30,NA,NA,4.727272727,4.87,2.6454,6.79,3,13,34,24,57
tinderbox,store,0.159090909,0.291666667,30,NA,NA,4.958333333,4.79,0.4771,12.2,9,NA,24,23,39
tinfoil,cover,0.153846154,0.388888889,35,NA,NA,5.458333333,4.96,1.3979,7.84,7,NA,36,32,88
tinplate,eat,0.13559322,0.235294118,31,NA,NA,4.869565217,4,0.7782,10.88,8,NA,34,32,62
tinsel,decorate,0.512820513,0.740740741,12,NA,NA,4.777777778,4.82,1.3979,6.61,6,NA,27,24,38
tire,drive,0.150943396,0.333333333,29,NA,0.45741606,5.291666667,5,2.8007,6.16,4,10,24,22,60
tissue,clean,0.25862069,0.576923077,17,NA,NA,5.72,4.93,2.7388,4.76,6,12,26,24,59
toast,eat,0.290322581,0.620689655,31,0.018,0.159054029,6.2,4.93,3.2325,4.67,5,14,29,25,55
toaster,toast,0.224137931,0.52,24,0.237,NA,6.04,4.9,2.2989,6.72,7,5,25,23,60
toastmaster,toast,0.2,0.285714286,24,NA,NA,4.652173913,3.88,NA,NA,11,NA,28,23,37
tobacco,smoke,0.3375,0.710526316,27,0.338,NA,5.666666667,4.88,2.5527,7.39,7,14,38,35,78
toboggan,sled,0.162162162,0.363636364,31,NA,NA,5.68,4.76,0.699,10.12,8,NA,33,31,68
toddler,play,0.133928571,0.428571429,58,NA,NA,5.875,4.29,1.6128,6.11,7,NA,35,27,109
toe,walk,0.16,0.428571429,41,NA,0.394099781,5.954545455,4.93,2.8116,3,3,7,28,26,77
toffee,eat,0.28,0.7,39,NA,NA,5.608695652,4.89,1.3617,6.22,6,NA,40,37,97
tofu,eat,0.243589744,0.575757576,35,NA,NA,5.555555556,4.86,2.1399,11.89,4,NA,33,25,70
toga,wear,0.253012048,0.777777778,41,NA,NA,4.52173913,4.73,1.6812,11.12,4,NA,27,25,78
toilet,sit,0.126760563,0.257142857,31,0.02,NA,NA,4.97,3.1688,3.54,6,15,35,30,77
toiletry,clean,0.184615385,0.413793103,31,NA,NA,5.222222222,4.52,0.6021,10.16,8,NA,29,25,68
token,spend,0.072463768,0.172413793,40,NA,NA,5.2,4.3,2.3139,7.58,5,NA,29,25,72
tomahawk,throw,0.242424242,0.571428571,31,NA,NA,4.958333333,4.83,NA,8.29,8,NA,28,25,65
tomato,eat,0.222222222,0.692307692,41,NA,NA,6.125,5,2.48,4.61,6,17,26,23,74
tomb,bury,0.210526316,0.41025641,45,0.016,NA,4.739130435,4.73,2.4594,11.05,4,19,39,33,77
tombstone,grave,0.081081081,0.181818182,46,0.127,NA,5.043478261,4.71,NA,7.95,9,11,33,29,63
tongs,pick up,0.274193548,0.309090909,28,NA,NA,5.826086957,5,1.6128,7.78,5,NA,55,51,110
tongue,lick,0.172413793,0.657894737,46,0.06,NA,5.928571429,4.93,3.2014,4.47,6,13,38,38,138
tonic,drink,0.333333333,0.72972973,34,0.155,0.222409164,5.086956522,4.1,2.2923,12.63,5,11,37,31,79
tool,fix,0.155555556,0.28,27,0.041,NA,6.304347826,4.6,2.7396,5.37,4,12,25,20,52
tooth,chew,0.12195122,0.405405405,52,NA,NA,6.037037037,4.89,2.8407,3.61,5,14,37,34,121
toothbrush,clean,0.31884058,0.785714286,24,0.057,NA,6.72,5,2.4082,4.33,10,9,28,24,74
toothpaste,brush,0.3,0.666666667,23,0.132,NA,5.76,4.97,2.2068,3.33,10,13,27,25,58
toothpick,clean,0.20754717,0.44,26,NA,NA,6.375,4.93,1.7243,6.83,9,NA,25,21,46
topsoil,plant,0.172413793,0.344827586,31,NA,NA,4.92,4.85,1.0414,9.61,7,NA,29,24,54
torch,light,0.28,0.518518519,25,0.211,NA,4.851851852,4.76,2.4065,7.84,5,7,27,21,47
torchlight,light,0.257142857,0.580645161,32,NA,NA,4.64,4.28,0.699,8.53,10,NA,31,28,65
torso,stretch,0.094339623,0.185185185,38,NA,NA,5.64,4.83,1.9777,9.33,5,NA,27,22,49
tortilla,eat,0.221238938,0.694444444,48,NA,NA,6.037037037,4.89,1.2304,8.28,8,NA,36,30,115
